Codigo_Item_Negativo;Descricao_Item_Negativo;NCM;Saldo_Loja1;Saldo_Loja2_Deposito;Saldo_Loja3_CD;Deficit_Pecas;Status_Cobertura;Saldo_Total_Disponivel_NCM;Doador1_Codigo;Doador1_Descricao;Doador1_Saldo_Total;Doador1_Loja1;Doador1_Loja2;Doador1_Loja3;Doador2_Codigo;Doador2_Descricao;Doador2_Saldo_Total;Doador2_Loja1;Doador2_Loja2;Doador2_Loja3;Doador3_Codigo;Doador3_Descricao;Doador3_Saldo_Total;Doador3_Loja1;Doador3_Loja2;Doador3_Loja3
"529";"BM-8633 CABO COM CONECTOR USB-TYPEC 1";"85444200";-307,00;0,00;0,00;307,00;"COBERTURA_TOTAL";25.511,00;"14378";"LE-869 CABO COM CONECTOR TYPE-C";1.243,00;598,00;0,00;645,00;"14366";"LE-110C CABO DE DADOS USB PARA TYPE C";979,00;73,00;0,00;906,00;"14369";"LE-110P CABO DE DADOS USB PARA IOS";942,00;266,00;0,00;676,00
"543";"JS-24017 BOLSA";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"544";"1001 BOLSA CPB";"42022210";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"545";"BM-F1041 POTES HERMETICOS";"85312000";-24,00;0,00;0,00;24,00;"COBERTURA_TOTAL";833,00;"31385";"LE-2231 PAINEL DE LED UBER";171,00;20,00;0,00;151,00;"20506";"LE-1409 LOUSA DIGITAL PARA DESENHAR";107,00;107,00;0,00;0,00;"20504";"LE-1408 LOUSA DIGITAL PARA DESENHAR";99,00;99,00;0,00;0,00
"546";"30504 BOLSA CPB";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"547";"8705 BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"550";"CML55403 BOLSA";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"552";"BX-24001 BOLSA CPB";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"554";"CML9908 BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"556";"8769 BOLSA CPB";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"557";"W1016 MOCHILA";"42029200";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";113.806,00;"28685";"YH6010-3 - PORTA JOIAS";4.732,00;412,00;2.160,00;2.160,00;"3910";"S-05 MINI CAMERA";3.577,00;3.577,00;0,00;0,00;"3855";"SJTD-039 CONJUNTO DE 4 FACAS";2.678,00;2.678,00;0,00;0,00
"558";"8704 BOLSA CPB";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"562";"CML55406 BOLSA";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"563";"BM-P1511 GARRAFA TERMICA DE INOX (SEM VIDRO INTERNO) - CAPACIDADE :750ML (ACO)";"96170010";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";12.091,00;"15712";"BZ-600ML GARRAFA TERMICA 600ML-1";605,00;605,00;0,00;0,00;"10722";"PP-01  -  ORGANIZADOR DE GAVETAS";538,00;538,00;0,00;0,00;"2039";"BM-P1714 GARRAFA TERMICA DE INOX - 1000ML (SEM VIDRO INTERNO)";468,00;468,00;0,00;0,00
"569";"CML1063 BOLSA";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"573";"5025 CINTO COURO SINTETICO";"42022100";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"576";"8023 P BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"577";"8023 M BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"578";"C1500 CINTO COURO SINTETICO 15CM";"42022100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"582";"8700 P BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"585";"8699 M BOLSA CPB";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"586";"C3500 CINTO COURO SINTETICO 35CM";"42022100";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"589";"C1507 CINTO PEROLADO";"42022100";-15,00;0,00;0,00;15,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"590";"C1508 CINTO ELASTANO";"42022100";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"603";"C1513 CINTO DE CORRENTE ELÔ";"42022100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";8.902,00;"572";"CINTO DE CORRENTE";1.728,00;1.728,00;0,00;0,00;"39227";"R8975  CARTEIRA";1.622,00;122,00;0,00;1.500,00;"39228";"R8975  CARTEIRA M";1.500,00;0,00;0,00;1.500,00
"624";"LB001 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"627";"YK-611 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"631";"YK-152 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"636";"QH-8745 BORRACHA";"40169200";-4,00;0,00;0,00;4,00;"COBERTURA_TOTAL";14.329,00;"757";"PARA DISE BORRACHA";1.398,00;1.398,00;0,00;0,00;"2499";"QH-8716 BORRACHA";933,00;933,00;0,00;0,00;"39899";"BO0020 BORRACHA 20 - CAIXA C/ 20UN";726,00;246,00;0,00;480,00
"640";"YK-151 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"657";"11678-1 -BOLSA ESTOJO";"42022210";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"662";"YK-151M BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"668";"POPIT Z-7 -BOLSA EM MATERIAL PLASTICO PP COM ALCA DE MAO E FECHAMENTO A ZIPER";"42022210";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"674";"XJ-615 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"698";"514 BOLSA TERMICA EM MATERIAL PLASTICO PVC";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"706";"6131 PASTA";"30065000";-74,00;0,00;0,00;74,00;"COBERTURA_PARCIAL";32,00;"2290";"TG102 ESTOJO";15,00;15,00;0,00;0,00;"722";"REGUA 30CM";12,00;12,00;0,00;0,00;"622";"1329 ESTOJO";2,00;2,00;0,00;0,00
"707";"QH-8437 BORRACHA";"40169200";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";14.329,00;"757";"PARA DISE BORRACHA";1.398,00;1.398,00;0,00;0,00;"2499";"QH-8716 BORRACHA";933,00;933,00;0,00;0,00;"39899";"BO0020 BORRACHA 20 - CAIXA C/ 20UN";726,00;246,00;0,00;480,00
"762";"CALCINHAS SEM COSTURA";"61082100";-12,00;0,00;0,00;12,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"765";"QM-912 CANETA";"90183910";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";8.056,00;"6950";"C47 CANETA";1.567,00;1.567,00;0,00;0,00;"6249";"J3812 CANETA";346,00;346,00;0,00;0,00;"6943";"SY-709-A02 MARCA TEXTO";327,00;327,00;0,00;0,00
"774";"APONTADOR";"96082000";-6,00;0,00;0,00;6,00;"COBERTURA_TOTAL";439.892,00;"20339";"CANETINHA MATRIZ - NCM 96082000 ORIGEM 2";58.572,00;58.572,00;0,00;0,00;"18407";"994 - CY810-24 - CANETA EM GEL";35.691,00;34.563,00;0,00;1.128,00;"19021";"23974 - CANETA HIDROGRAFICA - 24 CORES:";27.567,00;1.387,00;0,00;26.180,00
"775";"XX256 CALCINHAS P";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"781";"XJ-119 BOLSA  CARTEIRA PEQUENA";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"782";"1328-E ESTOJO";"30065000";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";32,00;"2290";"TG102 ESTOJO";15,00;15,00;0,00;0,00;"722";"REGUA 30CM";12,00;12,00;0,00;0,00;"622";"1329 ESTOJO";2,00;2,00;0,00;0,00
"783";"BA-0021 BOLSADE VIAGEM FEMININA";"42022210";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"789";"BY-B010 QUADRO DESENHO COLANTE";"39019090";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";18.479,00;"16608";"SZ/315-03 ADESIVO INFANTIL";2.902,00;1.661,00;0,00;1.241,00;"16218";"SZ/315-017 ADESIVO INFANTIL";2.400,00;426,00;0,00;1.974,00;"16096";"KKF-017 ADESIVO INFANTIL";1.399,00;239,00;0,00;1.160,00
"804";"YF2207 BOLSA MEDIA";"42022210";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"808";"J3012 CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"812";"J3031 CALCINHAS SEM COSTURA";"61082100";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"818";"A7207  MOCHILA MASCULINA";"42022210";-7,00;0,00;0,00;7,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"820";"6019  MOCHILA MASCULINA";"42022210";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";45.715,00;"14338";"BOLSA FEMININA CAMILA .";1.000,00;1.000,00;0,00;0,00;"10490";"W110 BOLSA PEQUENA COM ALÇA";927,00;927,00;0,00;0,00;"10482";"55423 BOLSA COM ALÇA";884,00;884,00;0,00;0,00
"851";"XX285 G ROSA  CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"853";"153-30 BIQUINIS";"61124100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";132,00;"759";"153- BIQUINIS";109,00;109,00;0,00;0,00;"826";"153-141  BIQUINIS";9,00;9,00;0,00;0,00;"828";"J3052  M BIQUINIS";3,00;3,00;0,00;0,00
"854";"153-325 GG CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"858";"153-54 BIQUINIS";"61124100";-17,00;0,00;0,00;17,00;"COBERTURA_TOTAL";132,00;"759";"153- BIQUINIS";109,00;109,00;0,00;0,00;"826";"153-141  BIQUINIS";9,00;9,00;0,00;0,00;"828";"J3052  M BIQUINIS";3,00;3,00;0,00;0,00
"866";"F8070 P/G CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"867";"F8027 CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"881";"F8031 CALCINHAS P/GG";"61082100";-11,00;0,00;0,00;11,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"882";"F8030 CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"889";"F8062 CALCINHAS  G GG";"61082100";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"899";"P1302 CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"904";"F8059 CALCINHAS P/GG";"61082100";-13,00;0,00;0,00;13,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"907";"F8058 CALCINHAS P/GG";"61082100";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"912";"P1548 CALCINHAS G";"61082100";-5,00;0,00;0,00;5,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"913";"F8064 CALCINHAS G GG";"61082100";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"914";"P1424 CALCINHAS P M";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"930";"F8054 CALCINHAS P M";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"942";"P1494 P/GG CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"954";"P1561 P/GG CALCINHAS SEM COSTURA";"61082100";-1,00;0,00;0,00;1,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"957";"P1138 P/GG CALCINHAS SEM COSTURA";"61082100";-3,00;0,00;0,00;3,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"963";"F8026 P/GG CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"965";"F8024 P/GG CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
"979";"F8022 P/GG CALCINHAS SEM COSTURA";"61082100";-2,00;0,00;0,00;2,00;"COBERTURA_TOTAL";277,00;"4216";"F8079 P/G CALCINHAS SEM COSTURA";8,00;8,00;0,00;0,00;"894";"F8076 CALCINHAS SEM COSTURA G GG";7,00;7,00;0,00;0,00;"970";"F8072 P/GG CALCINHAS SEM COSTURA";7,00;7,00;0,00;0,00
