Quebra 1;Quebra 2;Código;Descrição;EMB;NCM;Estoque;Estoque Mínimo;Estoque Máximo;Custo (R$);Preço (R$);Total Custo (R$);Total Venda (R$)
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30093;LEY-2177 - SUPORTE DE PLASTICO PARA CELULAR DOBRAVEL DE MESA;UN;39269090;-20,00;0,00;0,00;2,24;13,00;-44,80;-260,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30123;W3016 BOLSA FEMININA P (18 00);UN;42022220;-20,00;0,00;0,00;5,00;18,00;-100,00;-360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30125;W3017 BOLSA FEMININA P (1800);UN;42022220;-30,00;0,00;0,00;0,00;18,00;0,00;-540,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30151;MCH088 CAIXA DE RELOGIO;UN;91061000;-100,00;0,00;0,00;1,00;55,00;-100,00;-5500,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30181;073600000 MASSA SOFT GLITTER 90G SEM COR;UN;34070010;198,00;0,00;0,00;1,84;5,50;364,32;1089,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30313;TT-1202UC CARREGADOR PARA CELULAR - ENTRADA: AC 100V-240V 05A;UN;85044010;-30,00;0,00;0,00;1,47;23,50;-44,10;-705,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30326;TT-2007L - CARREGADOR PARA CELULAR - TENSAO (ENTRADA): 100-240V;UN;85044010;-40,00;0,00;0,00;4,03;41,00;-161,20;-1640,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30334;MIP-006A - CANETA TOUCH UNIVERSAL - TAMANHO: 165*9MM - PONTA DE 1.5MM;UN;84716053;-39,00;0,00;0,00;2,84;34,00;-110,76;-1326,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30336;MTG-261 - TRIPÉ PARA CELULAR FIXAÇÃO MAGNETICA;UN;39269090;-80,00;0,00;0,00;2,90;22,00;-232,00;-1760,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30339;MTG-035A SUPORTE DE PLASTICO PARA CELULAR/GPS;UN;39269090;-20,00;0,00;0,00;2,76;25,50;-55,20;-510,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30341;TC-212L SC - CABO TIPO USB COM CONECTOR TIPO LIGHTNING;UN;85444200;-40,00;0,00;0,00;1,38;11,00;-55,20;-440,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30350;LCW-WWJ22 COXA DE FRANGO BRINQUEDO MORDEDOR DE BORRACHA;UN;40169990;-30,00;0,00;0,00;1,38;10,50;-41,40;-315,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30355;LCW-YYF24-S ROUPA PARA CAES CONFECCIONADA EM POLIESTER COMPLETO;UN;42010090;-11,00;0,00;0,00;1,00;22,00;-11,00;-242,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30589;LE-527 CARREGADOR VEICULAR:;UN;85044010;-40,00;0,00;0,00;1,31;12,00;-52,40;-480,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30618;LCW-SSE10 - PENTE DE REMOCAO DE PELOS DE CAES E GATOS;UN;96039000;-20,00;0,00;0,00;1,32;22,50;-26,40;-450,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30634;GX10-6737-  MOCHILA DE VIAGEM EM POLIESTER;UN;42029200;-10,00;0,00;0,00;1,00;102,00;-10,00;-1020,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30850;GX80-A8847-BOLSINHA FEMININA COM ALCA DE OMBRO PARA CELULAR;UN;42022210;-6,00;0,00;0,00;1,00;25,00;-6,00;-150,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30853;GX80-A8845-BOLSINHA TRANSVERSAL PARA CELULAR EM PVC;UN;42022210;-12,00;0,00;0,00;2,00;25,00;-24,00;-300,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30882;AB-016 CARREGADOR DE CELULAR PARA MOTO:;UN;85044010;-50,00;0,00;0,00;2,18;22,00;-109,00;-1100,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30955;LEF-1216 - FONE DE OUVIDO COM FIO CABO DE 12M  ENTRADA P2 35MMMICROFONE EMB;UN;85183000;-30,00;0,00;0,00;1,30;4,00;-39,00;-120,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30967;LEF-1215 - FONE DE OUVIDO  CABO DE 12M  P2 35MMMICROFONE EMB;UN;85183000;-40,00;0,00;0,00;1,50;4,50;-60,00;-180,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;30992;BOM-5645 - SUPORTE DE AFIAR BROCAS E LAMINAS;UN;82079000;-20,00;0,00;0,00;1,00;14,00;-20,00;-280,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31005;BOM-2614 - CADEADO FLEXIVEL PARA BICICLETA;UN;83011000;-30,00;0,00;0,00;1,28;10,50;-38,40;-315,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31007;GDR1233 CUBO MAGICO 5X5X5CM;UN;95030070;-170,00;0,00;0,00;0,84;4,00;-142,80;-680,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31057;W-13 ESTILETE COMPOSICAO METAL (FERRO);UN;82119390;-36,00;0,00;0,00;0,81;10,50;-29,16;-378,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31064;ION-0978 MINI LIQUIDIFICADOR PORTATIL;UN;39241000;-40,00;0,00;0,00;1,00;30,50;-40,00;-1220,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31187;NFB-136-FONE DE OUVIDO SEM FIO;UN;85183000;-30,00;0,00;0,00;1,00;51,50;-30,00;-1545,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31188;LEY-2102 - FITA DE LED COM CONTROLE REMOTO - NTD-2517;UN;94054200;-30,00;0,00;0,00;2,16;28,50;-64,80;-855,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31193;UTL-6039 -SPRAY BORRIFADOR CULINARIO EM VIDRO;UN;70134290;-50,00;0,00;0,00;0,00;8,50;0,00;-425,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31288;8740 VELA DECORATIVA CORES SORTIDAS 8 PECAS;UN;34060000;200,00;0,00;0,00;0,77;4,50;154,00;900,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31291;8739 VELA DECORATIVA BRANCA 10 PECAS;UN;34060000;200,00;0,00;0,00;0,89;5,50;178,00;1100,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31381;PET-458 - ARTIGO PARA ANIMAIS DE ESTIMACAO EM PP - BRINQUEDOS;UN;42010090;-78,00;0,00;0,00;0,95;13,00;-74,10;-1014,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31387;JD-06 FITA ADESIVA DE PLASTICOS DE DIVERSAS CORES;UN;39199090;-200,00;0,00;0,00;0,76;6,00;-152,00;-1200,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31389;LE-8315 MINI CHAVEIRO LUZ PORTATIL;UN;85131090;-30,00;0,00;0,00;0,89;9,50;-26,70;-285,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31391;JD-09 FITA ADESIVA DE PLASTICOS DE DIVERSAS CORES;UN;39199090;-86,00;0,00;0,00;2,00;18,00;-172,00;-1548,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31464;FZ5386 CARTEIRA;UN;42022100;30,00;0,00;0,00;5,52;22,00;165,60;660,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31465;BC5743 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;5,92;23,50;177,60;705,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31466;FZ-5385 CARTEIRA;UN;42022100;30,00;0,00;0,00;5,52;22,00;165,60;660,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31467;FZ5383 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;4,72;19,00;141,60;570,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31469;FZ-5382 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;4,72;19,00;141,60;570,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31470;FZ-5381 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;4,72;19,00;141,60;570,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31471;BC5560 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;5,52;22,00;165,60;660,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31472;FZ5332 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;3,52;14,00;105,60;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31473;FZ-3215 UNISSEX;UN;42023200;30,00;0,00;0,00;4,32;17,50;129,60;525,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31474;FZ5314 CARTEIRA UNISSEX;UN;42023200;30,00;0,00;0,00;5,12;20,50;153,60;615,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31475;FZ3948 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;2,32;9,90;69,60;297,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31476;BC-5574 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;4,32;17,50;129,60;525,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31477;FZ3947 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;2,72;11,00;81,60;330,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31478;FZ3945 CARTEIRA FEMININA;UN;42023200;30,00;0,00;0,00;4,32;17,50;129,60;525,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31492;TRC6937 SUPORTE ADESIVO P/ FRASCOS 7X4.8X5CM;UN;39249000;200,00;0,00;0,00;0,52;3,00;104,00;600,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31510;COPO TRANSP PP 200ML 100UN TOTALPLAST;UN;39241000;1,00;0,00;0,00;5,95;0,00;5,95;0,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31527;Bateria;UN;85076000;12,00;0,00;0,00;67,20;0,00;806,40;0,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31658;OIH-2712 CONJUNTO DE COZINHA CONTEM: UM AMOLADOR UM RALADOR E UMA FACA;UN;82055100;20,00;0,00;0,00;3,51;20,00;70,20;400,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31659;OIH-2928 VASSOURA;UN;96031000;20,00;0,00;0,00;4,01;16,00;80,20;320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31660;OIH-2929 RODO;UN;96039000;20,00;0,00;0,00;3,11;16,00;62,20;320,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31661;OIH-2934 ESCOVA MULTIFUNCIONAL;UN;96039000;29,00;0,00;0,00;1,71;10,00;49,59;290,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31662;OIH-2935 ESCOVA DE PANELA;UN;96039000;29,00;0,00;0,00;1,04;9,00;30,16;261,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31663;OIH-2936 ESCOVA DE FRUTAS;UN;96039000;29,00;0,00;0,00;1,04;9,00;30,16;261,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31664;OIH-2937 ESCOVAS DE FRUTAS;UN;96039000;29,00;0,00;0,00;0,92;9,00;26,68;261,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31665;OIH-2938 RODO DE MAO;UN;96039000;29,00;0,00;0,00;0,86;9,00;24,94;261,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31666;OIH-2939 ESCOVA DE ROUPAS;UN;94018000;29,00;0,00;0,00;1,19;10,50;34,51;304,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31750;TOP2636 - ESPELHO DE MESA LACO 19X20.5CM;UN;70099200;72,00;0,00;0,00;2,85;14,00;205,20;1008,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31752;TOP2637 - ESPELHO DE MESA 16X18CM;UN;70099200;72,00;0,00;0,00;2,92;14,00;210,24;1008,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31753;Kit de Pintura Animais da Selva - Pintar Criar e Sonhar!;UN;49030000;60,00;0,00;0,00;9,50;18,00;570,00;1080,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31755;SURPRESA NA FLORESTA;UN;49030000;50,00;0,00;0,00;3,80;7,50;190,00;375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31756;Patrulha Canina - com 100 adesivos;UN;49030000;40,00;0,00;0,00;4,75;10,50;190,00;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31757;Enaldinho - com 100 adesivos;UN;49030000;40,00;0,00;0,00;4,75;10,50;190,00;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31758;Carros - Colorir e Brincar com 5 Miniaturas;UN;49030000;50,00;0,00;0,00;7,12;13,00;356,00;650,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31759;Harry Potter - com 100 adesivos;UN;49030000;40,00;0,00;0,00;4,75;10,50;190,00;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31760;Brincadeiras no Quintal;UN;49030000;50,00;0,00;0,00;3,80;7,50;190,00;375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31761;Hot Wheels - com 100 adesivos;UN;49030000;40,00;0,00;0,00;4,75;10,50;190,00;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31763;Animais da Fazenda - Colorir e Brincar com 5 Miniaturas;UN;49030000;50,00;0,00;0,00;7,12;13,00;356,00;650,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31861;O Nascimento de Jesus;UN;49030000;50,00;0,00;0,00;3,80;7,50;190,00;375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31862;Hello Kitty - com 100 adesivos;UN;49030000;40,00;0,00;0,00;4,75;10,50;190,00;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31863;Descobertas na Fazenda;UN;49030000;50,00;0,00;0,00;3,80;7,50;190,00;375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31864;Patrulha Canina - Passatempo para Colorir;UN;49030000;16,00;0,00;0,00;11,40;20,50;182,40;328,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31865;LIVRO DE GAMES;UN;49030000;16,00;0,00;0,00;14,25;26,00;228,00;416,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31866;Kit de Pintura Princesas - Pintar Criar e Sonhar!;UN;49030000;60,00;0,00;0,00;9,50;18,00;570,00;1080,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31867;Unicornios - Colorir e Brincar com 5 Miniaturas;UN;49030000;50,00;0,00;0,00;7,12;13,00;356,00;650,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31868;Maria Clara e JP - Passatempo para Colorir;UN;49030000;16,00;0,00;0,00;11,40;20,50;182,40;328,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31869;Dinossauros - Colorir e Brincar com 5 Miniaturas;UN;49030000;50,00;0,00;0,00;7,12;13,00;356,00;650,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31870;Kit de Pintura Biblicos - Pintar Criar e Sonhar;UN;49030000;60,00;0,00;0,00;9,50;18,00;570,00;1080,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31871;Barbie - Passatempo para Colorir;UN;49030000;16,00;0,00;0,00;11,40;20,50;182,40;328,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31873;LIVRO DE UNICORNIOS;UN;49030000;16,00;0,00;0,00;14,25;26,00;228,00;416,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31886;WG14972 PRATO RASO CERAMICA BLOOMING CINZA 28CM;UN;69120000;12,00;0,00;0,00;7,65;30,00;91,80;360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31888;WG14982 PRATO SOBREMESA CERAMICA BLISSFUL BIRTH CINZA 225CM;UN;69120000;12,00;0,00;0,00;6,31;24,50;75,72;294,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31890;WG14926 PRATO RASO CERAMICA BLISSFUL BIRTH AZUL ESCURO;UN;69120000;12,00;0,00;0,00;6,86;27,00;82,32;324,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31891;WG14984 BOWL CERAMICA BLISSFUL BIRTH AZUL ESCURO 16CM;UN;69120000;12,00;0,00;0,00;7,19;28,00;86,28;336,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31892;WG14988 BOWL CERAMICA BLISSFUL BIRTH CINZA 16CM;UN;69120000;12,00;0,00;0,00;7,19;28,00;86,28;336,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31893;WG14952 PRATO RASO CERAMICA BLOOMING ROSA 28CM;UN;69120000;12,00;0,00;0,00;7,65;30,00;91,80;360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31894;WG14989 BOWL CERAMICA BLISSFUL BIRTH AZUL ESCURO 13CM;UN;69120000;12,00;0,00;0,00;6,81;26,50;81,72;318,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31895;CG3700 PANELA DE CERAMICA 700ML;UN;69139000;12,00;0,00;0,00;11,95;43,00;143,40;516,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31896;CG3439 PRATO DE CERAMICA 29CM;UN;69139000;24,00;0,00;0,00;11,40;41,00;273,60;984,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31897;WG14991 BOWL CERAMICA BLISSFUL BIRTH ROSA 13CM;UN;69120000;12,00;0,00;0,00;6,81;26,50;81,72;318,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31898;WG14954 PRATO RASO CERAMICA BLISSFUL BIRTH ROSA 28CM;UN;69120000;12,00;0,00;0,00;10,55;41,00;126,60;492,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31899;CG6627 JOGO DE SALEIRO PIMENTEIRO E PALITEIRO DE CERAMICA;UN;69139000;20,00;0,00;0,00;7,30;26,50;146,00;530,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31900;WH-48 PRATO DE JANTAR;UN;69139000;20,00;0,00;0,00;9,30;33,50;186,00;670,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31901;WH-51 TRAVESSA DE CERAMICA;UN;69139000;15,00;0,00;0,00;6,90;25,00;103,50;375,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31902;WH-56 PRATO DE CERAMICA 27CM;UN;69139000;15,00;0,00;0,00;10,90;39,00;163,50;585,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31903;WH-57 PRATO DE CERAMICA 22CM;UN;69139000;15,00;0,00;0,00;7,30;26,50;109,50;397,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31904;CG7551 POTE DE AÇUCAR DE CERAMICA;UN;69139000;15,00;0,00;0,00;4,80;17,50;72,00;262,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31905;WG14992 BOWL CERAMICA BLISSFUL BIRTH BORDO 13CM;UN;69120000;12,00;0,00;0,00;6,81;26,50;81,72;318,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31906;WG14994 BOWL CERAMICA BLISSFUL BIRTH CINZA 13CM;UN;69120000;12,00;0,00;0,00;6,81;26,50;81,72;318,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31907;WG14961 PRATO RASO CERAMICA BLISSFUL BIRTH BORDO 28CM;UN;69120000;12,00;0,00;0,00;10,55;41,00;126,60;492,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31908;WG14966 PRATO RASO CERAMICA BLISSFUL BIRTH CINZA 28CM;UN;69120000;12,00;0,00;0,00;10,55;41,00;126,60;492,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31909;WG14976 PRATO SOBREMESA CERAMICA BLISSFUL BIRTH AZUL ESCURO 225CM;UN;69120000;12,00;0,00;0,00;6,31;24,50;75,72;294,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31910;WG14978 PRATO SOBREMESA CERAMICA BLISSFUL BIRTH ROSA 225CM;UN;69120000;12,00;0,00;0,00;6,30;24,50;75,60;294,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31911;WG14996 PRATO SOBREMESA CERAMICA BLOOMING ROSA 22CM;UN;69120000;18,00;0,00;0,00;5,13;20,00;92,34;360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31912;WG14981 PRATO SOBREMESA CERAMICA BLISSFUL BIRTH BORDO 225CM;UN;69120000;12,00;0,00;0,00;6,31;24,50;75,72;294,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31913;WG14983 PRATO SOBREMESA CERAMICA BLOOMING CINZA 22CM;UN;69120000;18,00;0,00;0,00;5,13;20,00;92,34;360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31914;WG14985 BOWL CERAMICA BLISSFUL BIRTH ROSA 16CM;UN;69120000;15,00;0,00;0,00;7,19;28,00;107,85;420,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31921;CG7286 PRATO FUNDO DE CERAMICA;UN;69139000;15,00;0,00;0,00;6,30;22,50;94,50;337,50
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31922;WG14997 BOWL CERAMICA BLISSFUL BIRTH CINZA 21CM;UN;69120000;12,00;0,00;0,00;7,86;30,50;94,32;366,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31923;WG14998 BOWL CERAMICA BLISSFUL BIRTH AZUL ESCURO 21CM;UN;69120000;12,00;0,00;0,00;7,86;30,50;94,32;366,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31924;WG15001 SALADEIRA CERAMICA BLISSFUL BIRTH ROSA 225CM;UN;69120000;12,00;0,00;0,00;10,24;40,00;122,88;480,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31925;WG15003 BOWL CERAMICA BLISSFUL BIRTH BORDO 21CM;UN;69120000;12,00;0,00;0,00;7,86;30,50;94,32;366,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31926;WG15013 BOWL CERAMICA BLOOMING CINZA 15CM;UN;69120000;18,00;0,00;0,00;5,19;20,50;93,42;369,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31927;WG15024 BOWL CERAMICA BLOOMING ROSA 15CM;UN;69120000;18,00;0,00;0,00;5,19;20,50;93,42;369,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31928;WG15025 PRATO RASO CERAMICA MIRA BEGE 27CM;UN;69120000;12,00;0,00;0,00;8,38;32,50;100,56;390,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31929;WG15027 PRATO RASO CERAMICA MIRA SALMAO 27CM;UN;69120000;12,00;0,00;0,00;8,38;32,50;100,56;390,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31930;WG15028 PRATO SOBREMESA CERAMICA MIRA BEGE 20CM;UN;69120000;18,00;0,00;0,00;4,24;16,50;76,32;297,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31931;WG15033 PRATO FUNDO CERAMICA BLOOMING CINZA 20CM;UN;69120000;18,00;0,00;0,00;5,08;20,00;91,44;360,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31932;WG15034 PRATO SOBREMESA CERAMICA MIRA SALMAO 20CM;UN;69120000;18,00;0,00;0,00;4,24;16,50;76,32;297,00
Loja: 3 - NEWSHOP COMERCIO LTDA ( CD );Local: 15 - GALPÃO;31933;WG15038 BOWL CERAMICA MIRA BEGE 145CM;UN;69120000;18,00;0,00;0,00;5,40;21,00;97,20;378,00
