Quebra 1;Quebra 2;Código;Descrição;EMB;NCM;Estoque;Estoque Mínimo;Estoque Máximo;Custo (R$);Preço (R$);Total Custo (R$);Total Venda (R$)
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;19607;OF006 BRINQUEDO;UN;39249000;-59,00;0,00;0,00;0,00;14,50;0,00;-855,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;19671;LU-BJB-238 LIVRO DE PAPEL PARA COLORIR;UN;49030000;-240,00;0,00;0,00;3,20;25,00;-768,00;-6000,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;19675;NF1579 LU-MKB(80) - APMA - CH-006 - CANETA HIDROGRAFICA -120 CORES;UN;96082000;-90,00;0,00;0,00;16,00;0,00;-1440,00;0,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;19754;TOP1932 POTE VIDRO C  TPA BAMBU REDONDO 8.5X18CM - 860ML;UN;70134900;-9,00;0,00;0,00;8,66;17,50;-77,94;-157,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;20117;TP8031 TAPETE EMBORRACHADO PARA PISOS MEDINDO 38 X 58 CM;UN;40169990;-10,00;0,00;0,00;2,12;15,00;-21,20;-150,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;20161;MF8205-E ESTOJO QUADRADO  22*15*6 CM;UN;42029200;-52,00;0,00;0,00;7,09;339,00;-368,68;-17628,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;20177;MF8213-C MOCHILA JUVENIL FEMININA /ESTOJO/MINI BOLSA;UN;42029200;-1,00;0,00;0,00;43,66;339,00;-43,66;-339,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;20178;MF8213-E ESTOJO QUADRADO  22*15*6 CM;UN;42029200;-20,00;0,00;0,00;0,92;339,00;-18,40;-6780,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;20187;MF8208-L LANCHEIRA TIPO MOCHILA  JUVENIL FEMININA 26*195*12CM;UN;42029200;-10,00;0,00;0,00;1,17;279,00;-11,70;-2790,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21242;OI-0574 - ORGANIZADOR DE METAL;UN;73239900;30,00;0,00;0,00;29,00;105,00;870,00;3150,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21578;GDR1488 TREM MUSICAL;UN;95030091;-73,00;0,00;0,00;10,64;96,00;-776,72;-7008,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21588;W505 CHINELO PLATAFORMA EVA;UN;64029990;-35,00;0,00;0,00;11,71;56,00;-409,85;-1960,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21670;W817 CHINELO PLATAFORMA EVA;UN;64029990;-35,00;0,00;0,00;10,73;44,00;-375,55;-1540,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21677;W822 CHINELO NUVEM EVA;UN;64029990;-13,00;0,00;0,00;25,00;50,00;-325,00;-650,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;21682;W825 CHINELO PLATAFORMA EVA;UN;64029990;-20,00;0,00;0,00;11,71;50,00;-234,20;-1000,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22135;BOM-2249 REGISTRO PARA MAQUINA DE LAVAR;UN;84818019;1,00;0,00;0,00;1,00;18,50;1,00;18,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22149;BOM-5570 GRAMPO TIPO U 12MM PARA GRAMPEADOR - 1000;UN;83052000;70,00;0,00;0,00;1,91;6,50;133,70;455,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22151;BOM-7721 MALETA ORGANIZADORA COM 23 DIVISORIAS;UN;39269090;8,00;0,00;0,00;36,20;65,00;289,60;520,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22153;BOM-9670 FURADEIRA/PARAFUSADEIRA ELETRICA - 220V;UN;84672992;5,00;0,00;0,00;15,48;133,00;77,40;665,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22154;LE 2005 PAINEL DE LED;UN;85312000;5,00;0,00;0,00;3,14;58,50;15,70;292,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22155;BLL90229 BOLSA;UN;42022220;20,00;0,00;0,00;5,00;120,00;100,00;2400,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22156;BL20617 MOCHILA;UN;62061000;13,00;0,00;0,00;35,00;61,00;455,00;793,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22158;KH30165 BOLSA FEMININA;UN;42022220;6,00;0,00;0,00;65,00;104,00;390,00;624,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22160;"CA20209 BANDEJA RETANGULAR FEITO EM PS MDF E ACRILICO; 23*33*4CM";UN;39249000;24,00;0,00;0,00;24,96;47,50;599,04;1140,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22162;10774 CADERNO PEQUENO DINOUSSAURO 80 FOLHAS;UN;48202000;3,00;0,00;0,00;3,00;15,00;9,00;45,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22166;BM21375 MOCHILA TOY STORY;UN;62061000;15,00;0,00;0,00;35,00;56,00;525,00;840,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22167;BM21377 MOCHILA;UN;62061000;30,00;0,00;0,00;33,00;53,00;990,00;1590,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22169;KH30167 BOLSA;UN;42022220;19,00;0,00;0,00;5,00;72,00;95,00;1368,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22170;KH30168 BOLSA;UN;42022220;22,00;0,00;0,00;5,00;77,00;110,00;1694,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22171;KH30169 BOLSA;UN;42022220;20,00;0,00;0,00;5,00;77,00;100,00;1540,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22172;MN50033 MOCHILA;UN;62061000;14,00;0,00;0,00;35,00;83,00;490,00;1162,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22173;MN50048 MOCHILA;UN;62061000;30,00;0,00;0,00;35,00;56,00;1050,00;1680,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22174;MN50049 MOCHILA CAPÍVARA COM 5 BOTTONS E ADESIVO;UN;62061000;15,00;0,00;0,00;38,00;61,00;570,00;915,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22186;5919-SF BOLSA;UN;42022220;13,00;0,00;0,00;5,00;57,50;65,00;747,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22189;AL55047 ABAJUR BIVOLT 40W EM 30% FERRO 30% VIDRO 25% PVC E 15%;UN;94052900;12,00;0,00;0,00;20,54;71,00;246,48;852,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22203;"CA09900 JOGO AMERICANO; TAMANHO: 45X30CM";UN;39249000;2,00;0,00;0,00;1,99;8,00;3,98;16,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22206;"CA20080 BANDEJA RETANGULAR COM ALCA; TAMANHO: 40X20X4CM";UN;44199000;12,00;0,00;0,00;12,09;46,00;145,08;552,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22210;CA20086 CESTO ORGANIZADOR G;UN;39249000;6,00;0,00;0,00;0,85;26,00;5,10;156,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22214;CA20183 BANDEJA RETANGULAR MATERIAL: MDF VIDRO SODOCALCICO E PAPEL;UN;44199000;12,00;0,00;0,00;21,06;40,00;252,72;480,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22216;CA20186 BANDEJA RETANGULAR MATERIAL: MDF VIDRO SODOCALCICO E PAPEL;UN;44199000;11,00;0,00;0,00;16,38;31,00;180,18;341,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22223;"CA20210 BANDEJA RETANGULAR FEITO EM PS E ACRILICO; 41*28*4CM";UN;39249000;6,00;0,00;0,00;14,95;53,50;89,70;321,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22227;"CA20211 BANDEJA RETANGULAR FEITO EM PS E ACRILICO; 23*33*4CM";UN;39249000;24,00;0,00;0,00;21,84;41,50;524,16;996,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22229;"CA20214 BANDEJA RETANGULAR FEITO EM PS E ACRILICO; 20*30CM";UN;39249000;24,00;0,00;0,00;14,82;28,00;355,68;672,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22234;CX041 DESCANSO DE PANELA  EM BAMBU 165*165CM;UN;44191900;20,00;0,00;0,00;1,64;6,50;32,80;130,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22235;CX122 PETISQUEIRA DE MADEIRA MDF COM 5 DIVISORIAS 30X30X13CM;UN;44199000;36,00;0,00;0,00;7,64;17,00;275,04;612,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22237;CX125 PETISQUEIRA DE MADEIRA MDF COM 3 DIVISORIAS 24X34X13CM;UN;44199000;88,00;0,00;0,00;7,64;17,00;672,32;1496,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22238;CX126 PETISQUEIRA DE MADEIRA MDF COM 5 DIVISORIAS 24X34X13CM;UN;44199000;88,00;0,00;0,00;3,82;16,50;336,16;1452,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22247;BLL8878 BOLSA;UN;42022220;24,00;0,00;0,00;40,00;64,00;960,00;1536,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22248;10380 CADERNO SISS;UN;48202000;8,00;0,00;0,00;4,94;10,00;39,52;80,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22253;10355 CARTOGRAFIA E DESENHO;UN;48202000;4,00;0,00;0,00;3,00;15,00;12,00;60,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22255;10415 CARDENO DE ANOTAÇÕES;UN;48202000;7,00;0,00;0,00;2,00;10,00;14,00;70,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22265;"CX181 CONJUNTO COM 3 BANDEJAS REDONDAS EM  MDF; MEDIDAS: 195CM 235CM E 30CM";UN;44199000;24,00;0,00;0,00;6,44;24,50;154,56;588,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22267;"CX194 BANDEJA RETANGULAR PLANA EM  BAMBU + MDF; 33X22X35CM";UN;44191900;24,00;0,00;0,00;16,38;31,00;393,12;744,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22271;D0259 FORMA DE GELO PALITO MEDIDA 19X10.5CM;UN;39241000;60,00;0,00;0,00;5,22;9,50;313,20;570,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22273;D0311 POTE DE VIDRO - GRANDE;UN;73239300;18,00;0,00;0,00;8,04;30,00;144,72;540,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22279;D1220 POTE DE VIDRO 4 PECAS 8X8X6CM;UN;70134900;36,00;0,00;0,00;8,74;17,00;314,64;612,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22280;D1304 PROCESSADOR DE ALIMENTOS ELETRICO VERMELHO 17X85X12CM;UN;82100090;30,00;0,00;0,00;7,11;52,50;213,30;1575,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22300;D1682 COQUETELEIRA PROFISSIONAL 750ML;UN;73239300;24,00;0,00;0,00;1,86;37,50;44,64;900,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22302;D1728 LATA DE METAL 11.2X8.1X19.5CM;UN;73239400;24,00;0,00;0,00;1,00;28,00;24,00;672,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22318;SP50108 P BOLSA DE PRAIA PEQUENO;UN;42022220;24,00;0,00;0,00;30,00;59,00;720,00;1416,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22342;XL24104 - CESTA EM INOX - 28 CM;UN;73239300;25,00;0,00;0,00;2,28;13,50;57,00;337,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22352;XL24134 DESCASCADOR PARA LEGUMES;UN;82055100;3,00;0,00;0,00;1,90;11,00;5,70;33,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22355;XL24137 BATEDOR DE CLARA - 273CM;UN;82055100;36,00;0,00;0,00;1,00;14,00;36,00;504,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22357;XL24093 PEGADOR DE MASSAS - 29 CM;UN;82159910;60,00;0,00;0,00;1,41;8,00;84,60;480,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22358;XL24184 FACA 12';UN;82119210;12,00;0,00;0,00;24,43;41,50;293,16;498,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22361;XL24120 CESTA COZIMENTO A VAPOR 16X40CM;UN;73239300;6,00;0,00;0,00;12,43;25,00;74,58;150,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22366;XL24047 CONJUNTO DE TALHERES 25 PCS;UN;82152000;8,00;0,00;0,00;5,33;32,50;42,64;260,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22369;XL24087 AMASSADOR DE BATATAS - 24CM;UN;82055100;84,00;0,00;0,00;1,00;8,00;84,00;672,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22370;XL24139 ESPATULA CURVA 25'';UN;82159910;26,00;0,00;0,00;2,35;13,50;61,10;351,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22371;XL24168 CONJUNTO PARA CHURRCONJUNTO CONJUNTO PARA CHURRASCO 3 PCS;UN;82152000;24,00;0,00;0,00;4,74;27,50;113,76;660,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22375;XL24135 PLAINA DE QUEIJO 202CM;UN;82055100;24,00;0,00;0,00;2,57;15,00;61,68;360,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22376;XL24140 ESPATULA CURVA 3'' - 257CM;UN;82159910;12,00;0,00;0,00;2,49;14,50;29,88;174,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22377;XL24178 - CUTELO 8' - 333CM;UN;82119210;48,00;0,00;0,00;16,00;30,00;768,00;1440,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22378;XL24058 CONJUNTO DE TALHERES 25 PCS - VERMELHO;UN;82152000;8,00;0,00;0,00;5,33;32,50;42,64;260,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22379;XL24182 FACA 8';UN;82119210;12,00;0,00;0,00;16,40;28,00;196,80;336,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22381;XL24142 ESPATULA RETA 5'';UN;82159910;48,00;0,00;0,00;2,56;15,00;122,88;720,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22382;XL24130 FECHADOR DE PASTEL;UN;82055100;3,00;0,00;0,00;7,44;15,00;22,32;45,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22383;XL24179 FACA 6.5;UN;82119210;12,00;0,00;0,00;13,01;22,00;156,12;264,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22388;LEF-1018 - FONE DE OUVIDO SEM FIO COM BLUETOOTH;UN;85183000;10,00;0,00;0,00;33,25;60,00;332,50;600,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22390;XL24091 PLAINA DE QUEIJO - 235CM;UN;82055100;24,00;0,00;0,00;3,82;7,50;91,68;180,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22394;XL24001 CONJUNTO DE TALHERES 24 PCS EM INOX;UN;82152000;6,00;0,00;0,00;28,98;167,00;173,88;1002,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22401;XL24116 PENEIRA 16CM;UN;96040000;1,00;0,00;0,00;1,22;7,00;1,22;7,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22402;XL24081 - COLHER GRANDE - 25CM;UN;82159910;36,00;0,00;0,00;1,21;7,00;43,56;252,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22403;XL24117 PENEIRA 18CM;UN;96040000;1,00;0,00;0,00;1,54;9,00;1,54;9,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22408;XL24119 CESTA COZIMENTO A VAPOR 14CM;UN;73239300;2,00;0,00;0,00;7,91;16,00;15,82;32,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22412;XL24122 ABRIDOR DE LATAS E GARRAFAS;UN;82055100;70,00;0,00;0,00;1,00;3,00;70,00;210,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22422;XL24141 ESPATULA RETA - 24CM;UN;82159910;46,00;0,00;0,00;2,42;14,00;111,32;644,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22423;XL24136 CORTADOR DE PIZZA - 19CM;UN;82055100;25,00;0,00;0,00;2,53;14,50;63,25;362,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22427;XL24147 - RALADOR 4 FACES - 247 CM;UN;82055100;37,00;0,00;0,00;3,45;20,00;127,65;740,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22437;OIH-2029 FRIGIDEIRA ANTIADERENTE 3 DIVISORIAS;UN;73239900;9,00;0,00;0,00;34,41;62,00;309,69;558,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22441;OIH-2031 FRIGIDEIRA ANTIADERENTE 3 DIVISORIAS;UN;73239900;3,00;0,00;0,00;1,00;90,00;3,00;270,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22442;OIH-2021 FRIGIDEIRA GRILL ANTIADERENTE;UN;73239900;24,00;0,00;0,00;1,00;49,90;24,00;1197,60
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22446;OIH-7302 ASSENTO ESTOFADO PARA EXERCICIOS;UN;94017100;2,00;0,00;0,00;305,04;499,00;610,08;998,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22450;XL24057 ESPATULA PARA MANTEIGA  6 PECAS COR VERMELHO;UN;82159910;20,00;0,00;0,00;3,58;7,00;71,60;140,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22455;XL24043 GARFO DE MESA COR PRETO 6 PECAS;UN;82159910;6,00;0,00;0,00;1,50;8,50;9,00;51,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22456;XL24029 GARFO DE MESA 6 PECAS - INOX;UN;82159910;80,00;0,00;0,00;1,00;16,50;80,00;1320,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22496;XL24041 ESPATULA PARA MANTEIGA COR PRETO;UN;82159910;-10,00;0,00;0,00;0,62;1,00;-6,20;-10,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;22772;HO-20821-3 BOLSA FEMININA TAMANHO: PEQUENO;UN;42022210;-60,00;0,00;0,00;0,00;69,00;0,00;-4140,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;23117;C1192 BOLSA;UN;42022210;-19,00;0,00;0,00;5,80;61,00;-110,20;-1159,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;23152;PUXE E RESOLVA - MULTIPLICACAO E DIVISAO;UN;49019900;-26,00;0,00;0,00;4,28;23,00;-111,28;-598,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;23275;AP1202 APONTADOR PLÁSTICO REDONDO - POTE 100UN;UN;82141000;-23271,00;0,00;0,00;0,71;0,80;-16522,41;-18616,80
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;23277;AP1203 APONTADOR PLÁSTICO RETANGULAR;UN;82141000;6,00;0,00;0,00;0,63;0,80;3,78;4,80
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;24067;FJ90515 APARADOR DE LOUCAS 60 POLIESTER 40 ESPONJA CX96;UN;63071000;70,00;0,00;0,00;1,00;9,50;70,00;665,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;24907;LX-19 MOCHILA;UN;42029200;20,00;0,00;0,00;20,00;0,00;400,00;0,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25093;PISO VINÍLICO 92X17X6CM;UN;39189000;-100,00;0,00;0,00;1,27;5,99;-127,00;-599,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25223;826 BOLSA FEMININA EM POLIESTER;UN;42022220;-30,00;0,00;0,00;6,50;70,00;-195,00;-2100,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25388;YH-5513 BOLSA FEMININA;UN;42022220;-1,00;0,00;0,00;5,00;55,50;-5,00;-55,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25480;YH-5505 BOLSA FEMININA;UN;42022210;-5,00;0,00;0,00;14,32;57,50;-71,60;-287,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25488;YH-5516 BOLSA FEMININA;UN;42022210;-5,00;0,00;0,00;15,12;60,50;-75,60;-302,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25506;166P ALMOFADA DE PESCOÇO;UN;94018000;200,00;0,00;0,00;6,97;59,00;1394,00;11800,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25537;FU-A2 - BICICLETA MODELO: FU-A2 ANO/MODELO: 2025 TIPO;UN;87116000;-1,00;0,00;0,00;2267,41;5990,00;-2267,41;-5990,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;25694;JF113 BOLSA FEMININA;UN;42022220;-7,00;0,00;0,00;15,00;83,00;-105,00;-581,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;26348;IXB03293 PENEIRA INOX 12CM;UN;96040000;-30,00;0,00;0,00;2,77;12,50;-83,10;-375,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;26717;POT041 PORTA CONDIMENTOS COM COLHER CAT 300ML;UN;39241000;24,00;0,00;0,00;8,58;17,00;205,92;408,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;26928;BRAVE - RELOGIO NF445;UN;91021220;200,00;0,00;0,00;7,88;7,88;1576,00;1576,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;26934;RELÓGIO INTELIGENTE;UN;91021220;-940,00;0,00;0,00;6,67;6,67;-6269,80;-6269,80
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27284;YH-5506 BOLSA FEMININA;UN;42022210;-9,00;0,00;0,00;15,52;62,00;-139,68;-558,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27318;KA-5597 BOLSA FEMININA;UN;42022210;-5,00;0,00;0,00;11,52;46,00;-57,60;-230,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27330;ZR-5655 BOLSA FEMININA;UN;42022210;-2,00;0,00;0,00;8,00;62,00;-16,00;-124,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27374;W820 CHINELO NUVEM EVA - FEM;UN;64029990;-35,00;0,00;0,00;9,26;36,00;-324,10;-1260,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27377;W821 CHINELO PLATAFORMA EVA - FEM;UN;64029990;-11,00;0,00;0,00;25,00;50,00;-275,00;-550,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27591;MF8201 MOCHILA JUVENIL FEMININA 45*32*15CM;UN;42029200;-2,00;0,00;0,00;16,32;92,00;-32,64;-184,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27603;MF8215 MOCHILA JUVENIL FEMININA 45*37*15CM;UN;42029200;-2,00;0,00;0,00;16,32;92,00;-32,64;-184,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );Local: 15 - GALPÃO;27638;MF8210-EST ESTOJO QUADRADO  22*15*6 CM;UN;42029200;-12,00;0,00;0,00;7,89;44,50;-94,68;-534,00
