Quebra 1;Quebra 2;Código;Descrição;EMB;NCM;Estoque;Estoque Mínimo;Estoque Máximo;Custo (R$);Preço (R$);Total Custo (R$);Total Venda (R$)
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14837;SD13629 ROLO DE PAPEL ADESIVO DECORAÇAO;UN;42022220;49,00;0,00;0,00;3,40;26,50;166,60;1298,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14838;SD13628 ROLO DE PAPEL ADESIVO DECORAÇAO;UN;42022220;36,00;0,00;0,00;3,40;26,50;122,40;954,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14839;SD12757 ROLO DE PAPEL ADESIVO DECORAÇAO;UN;42022220;49,00;0,00;0,00;3,40;26,50;166,60;1298,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14840;SD13635 ROLO DE PAPEL ADESIVO DECORAÇAO;UN;42022220;108,00;0,00;0,00;3,40;26,50;367,20;2862,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14841;SD12760 ROLO DE PAPEL ADESIVO DECORAÇAO;UN;42022220;40,00;0,00;0,00;3,40;26,50;136,00;1060,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14843;TS008 CARREGADOR;UN;65040090;4,00;0,00;0,00;6,75;45,00;27,00;180,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14844;MA0405 FONE;UN;65040090;4,00;0,00;0,00;6,60;44,00;26,40;176,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14845;JE20017 MINI SELADOR;UN;65040090;18,00;0,00;0,00;1,00;4,50;18,00;81,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14846;CC-2234 HEADPHONE;UN;65040090;3,00;0,00;0,00;5,50;36,00;16,50;108,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14847;JK-003 - CÂMERA DE VIGILÂNCIA IP WI-FI;UN;65040090;2,00;0,00;0,00;13,50;90,00;27,00;180,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14848;DX180 CARREGADOR PORTATIL;UN;65040090;7,00;0,00;0,00;4,92;27,00;34,44;189,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14849;GM3101 - MINI COADOR DE CAFE;UN;65040090;4,00;0,00;0,00;2,70;18,00;10,80;72,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14850;KOD - MASSAGEADOR;UN;65040090;-7,00;0,00;0,00;14,04;65,00;-98,28;-455,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14851;GM2101 - GAVERTA PARA OVOS;UN;65040090;1,00;0,00;0,00;5,85;39,00;5,85;39,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14852;PJ-1 ABRIDOR DE GARRAFAS;UN;65040090;6,00;0,00;0,00;1,65;11,00;9,90;66,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14853;MA0408 FONES;UN;65040090;4,00;0,00;0,00;5,25;35,00;21,00;140,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14854;1012 ESCOREDEIRA GRANDE;UN;65040090;6,00;0,00;0,00;3,15;21,00;18,90;126,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14855;SD12591 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;55,00;0,00;0,00;2,35;16,00;129,25;880,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14856;SD12589 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;57,00;0,00;0,00;2,35;16,00;133,95;912,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14857;JK-002 - CÂMERA DE VIGILÂNCIA DOMÉSTICA WI-FI INTERNA;UN;65040090;2,00;0,00;0,00;13,50;90,00;27,00;180,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14858;YY094 - VARAL COM VENTOSA;UN;65040090;55,00;0,00;0,00;2,70;18,00;148,50;990,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14859;SD12590 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;35,00;0,00;0,00;2,35;16,00;82,25;560,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14860;SD12588 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;47,00;0,00;0,00;2,35;16,00;110,45;752,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14861;SD12586 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;59,00;0,00;0,00;2,35;16,00;138,65;944,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14862;SD12587 PLACA DE DECORAÇÃO PARA PAREDE;UN;65040090;57,00;0,00;0,00;2,35;16,00;133,95;912,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14863;CRB-3088 BOLSA KIT FEMININA;UN;42022210;18,00;0,00;0,00;4,80;45,00;86,40;810,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14865;MS2526 - POTE EM MATERIAL PLASTICO PEQUENO;UN;39249000;1,00;0,00;0,00;1,60;16,00;1,60;16,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14866;F14-03 P -ESTOJO PARA MAQUIAGEM G;UN;42029200;1,00;0,00;0,00;1,10;8,00;1,10;8,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14868;MS2503 - POTE TIPO VASILHA EM MATERIAL PLASTICO PEQUENO;UN;39249000;1,00;0,00;0,00;2,00;20,00;2,00;20,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14869;CRB-3088 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14870;CRB-3088 P  BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14872;HC-20549 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;6,08;97,50;66,88;1072,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14873;BC-5100 CARTEIRA FEMININA;UN;42023200;19,00;0,00;0,00;1,48;24,00;28,12;456,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14874;CR-2040 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14875;YH - PUSEIRA-4;UN;71179000;24,00;0,00;0,00;0,65;7,50;15,60;180,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14878;LA-2822 BOLSINHA  FEMININA;UN;42022210;18,00;0,00;0,00;3,48;30,00;62,64;540,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14880;MS2526 - POTE EM MATERIAL PLASTICO MEDIO;UN;39249000;1,00;0,00;0,00;2,00;20,00;2,00;20,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14881;YY-20806 - BOLSA FEMININA;UN;42022210;10,00;0,00;0,00;14,20;129,00;142,00;1290,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14882;LA-2822 M CERTEIRA  FEMININA;UN;42022210;1,00;0,00;0,00;1,30;13,00;1,30;13,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14883;YLS-ARGOLA6CM  BRINCO;UN;71179000;25,00;0,00;0,00;4,30;0,00;107,50;0,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14884;CR-2036 - G  BOLSA KIT FEMININA;UN;42022210;61,00;0,00;0,00;4,60;38,00;280,60;2318,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14885;HO-19308 BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;8,10;129,00;105,30;1677,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14887;KK-20439 - BOLSA FEMININA;UN;42022210;17,00;0,00;0,00;3,60;58,00;61,20;986,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14888;CR-2036 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14889;HO-20499 - BOLSA FEMININA;UN;42022210;10,00;0,00;0,00;7,90;126,00;79,00;1260,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14890;HO-20033 BOLSA FEMININA;UN;42022210;12,00;0,00;0,00;7,60;121,00;91,20;1452,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14891;MG-20217 - BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;7,30;117,00;80,30;1287,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14892;HO-20347 - BOLSA FEMININA;UN;42022210;7,00;0,00;0,00;7,70;123,00;53,90;861,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14893;MS2743 - PRATELEIRA DE ARMAZENAMENTO TRIANGULAR;UN;39189000;1,00;0,00;0,00;1,90;19,00;1,90;19,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14894;CRB-3077 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14895;CR-2036 P BOLSA KIT FEMININA;UN;42022210;-1,00;0,00;0,00;1,50;15,00;-1,50;-15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14896;HA-20705 BOLSA FEMININA;UN;42022210;9,00;0,00;0,00;8,00;128,00;72,00;1152,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14897;HO-20038 - BOLSA FEMININA;UN;42022210;8,00;0,00;0,00;6,60;105,00;52,80;840,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14898;CC2469- ORGANIZADOR P/TOUCADOR;UN;39249000;5,00;0,00;0,00;1,50;15,00;7,50;75,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14899;MG-20219 - BOLSA FEMININA;UN;42022210;7,00;0,00;0,00;7,30;116,00;51,10;812,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14900;KK-20428 BOLSA FEMININA;UN;42022210;1,00;0,00;0,00;29,80;46,00;29,80;46,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14901;KK-20431 - BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;3,70;59,50;40,70;654,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14902;CR-2131 - CARTEIRA FEMININA;UN;42023200;12,00;0,00;0,00;3,68;35,00;44,16;420,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14903;HA-20706 - BOLSA FEMININA;UN;42022210;6,00;0,00;0,00;8,50;136,00;51,00;816,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14904;CRB-3080 P - BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14905;KK-20438 - BOLSINHA FEMININA;UN;42022220;14,00;0,00;0,00;3,60;58,00;50,40;812,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14906;HC-20542 - BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;5,68;91,00;62,48;1001,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14907;CR-2037 - BOLSA KIT FEMININA;UN;42022210;17,00;0,00;0,00;4,80;45,00;81,60;765,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14908;CR-2037 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14909;CRB-3077 BOLSA KIT FEMININA;UN;42022210;18,00;0,00;0,00;4,80;45,00;86,40;810,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14911;CR-2037 P - BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14912;HC-20546 - BOLSA FEMININA;UN;42022210;12,00;0,00;0,00;5,78;92,50;69,36;1110,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14913;KK-20436 - BOLSA FEMININA;UN;42022210;24,00;0,00;0,00;3,90;62,50;93,60;1500,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14914;HA-20711 - BOLSA FEMININA;UN;42022210;10,00;0,00;0,00;8,50;136,00;85,00;1360,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14916;KK-20450 - BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;4,20;67,50;54,60;877,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14917;CR-2131 M - CARTEIRA FEMININA;UN;42023200;-1,00;0,00;0,00;3,00;15,00;-3,00;-15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14918;CR-2131 P - CARTEIRA FEMININA;UN;42023200;3,00;0,00;0,00;0,08;10,00;0,24;30,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14919;CRB-2412 BOLSA FEMININA;UN;42022210;37,00;0,00;0,00;2,98;46,00;110,26;1702,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14920;CC2466 - ORGANIZADOR P/TOUCADOR;UN;39249000;1,00;0,00;0,00;5,60;56,00;5,60;56,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14921;CR-2038 - BOLSA KIT FEMININA;UN;42022210;19,00;0,00;0,00;4,80;45,00;91,20;855,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14922;YK-20094 - BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;4,10;66,00;53,30;858,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14923;CRQ-20120 - BOLSA FEMININA;UN;42022210;5,00;0,00;0,00;4,10;66,00;20,50;330,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14924;CR-2038 - BOLSA KIT FEMININA M;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14925;CR-2038 - BOLSA KIT FEMININA P;UN;42022210;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14926;CRB-3080 - BOLSA KIT FEMININA;UN;42022210;19,00;0,00;0,00;4,60;45,00;87,40;855,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14928;CR1920 - BOLSINHA FEMININA;UN;42022220;12,00;0,00;0,00;3,78;60,50;45,36;726,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14929;CR-2039 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14930;FN-19971 - BOLSA FEMININA;UN;42022210;9,00;0,00;0,00;5,60;90,00;50,40;810,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14931;CRB-2634 - BOLSINHA FEMININA;UN;42022220;13,00;0,00;0,00;3,88;62,00;50,44;806,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14932;MS2512-1 - VASILHA EM MATERIAL PLASTICO;UN;39249000;1,00;0,00;0,00;1,20;12,00;1,20;12,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14933;KK-20426  BOLSA FEMININA;UN;42022210;19,00;0,00;0,00;2,88;46,00;54,72;874,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14934;BOLSA FEMININA;UN;42022210;20,00;0,00;0,00;10,32;48,00;206,40;960,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14935;CR-2100 BOLSINHA KIT FEMININA;UN;42022210;13,00;0,00;0,00;2,98;48,00;38,74;624,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14936;KK-20408 BOLSA FEMININA;UN;42022210;12,00;0,00;0,00;3,90;62,50;46,80;750,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14937;HO-20401 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;7,70;123,00;84,70;1353,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14938;MY-19955 BOLSA FEMININA;UN;42022210;22,00;0,00;0,00;5,30;100,00;116,60;2200,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14939;FN-20606 BOLSA FEMININA;UN;42022210;10,00;0,00;0,00;5,60;90,00;56,00;900,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14940;HS-20059 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;6,50;104,00;71,50;1144,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14941;2345/ 978 LIVRO PARA COLORIR CUTE CUTE;UN;49030000;677,00;0,00;0,00;7,00;16,00;4739,00;10832,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14942;KK-20468 BOLSINHA FEMININA;UN;42022220;12,00;0,00;0,00;6,54;34,00;78,48;408,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14943;CC2468 - ORGANIZADOR P/TOUCADOR;UN;39249000;1,00;0,00;0,00;4,40;44,00;4,40;44,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14944;MS-19717 BOLSA FEMININA;UN;42022210;8,00;0,00;0,00;7,60;121,00;60,80;968,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14945;CRB-3085 G BOLSA KIT FEMININA;UN;42022210;16,00;0,00;0,00;4,60;45,00;73,60;720,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14948;CR-1918 BOLSINHA FEMININA;UN;42022220;12,00;0,00;0,00;3,78;60,50;45,36;726,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14950;YK-20189 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;3,60;58,00;39,60;638,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14952;KK-20443 BOLSA FEMININA;UN;42022210;6,00;0,00;0,00;4,00;64,00;24,00;384,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14953;HO-20396 BOLSA FEMININA;UN;42022210;10,00;0,00;0,00;7,60;121,00;76,00;1210,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14954;LA-2809 BOLSINHA FEMININA;UN;42022210;21,00;0,00;0,00;3,38;38,00;70,98;798,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14955;CBR-3087 BOLSA KIT FEMININA;UN;42022210;17,00;0,00;0,00;4,80;45,00;81,60;765,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14956;CBR-3087 M BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;2,50;25,00;2,50;25,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14957;FN-19963 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;5,10;82,00;56,10;902,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14959;ZX-20181 BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;3,90;62,50;50,70;812,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14960;CRB-2671 BOLSINHA FEMININA;UN;42022220;11,00;0,00;0,00;3,68;59,00;40,48;649,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14961;CRB-3078 BOLSA KIT FEMININA;UN;42022210;20,00;0,00;0,00;4,60;45,00;92,00;900,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14962;YK-20200 BOLSINHA FEMININA;UN;42022220;21,00;0,00;0,00;1,98;32,00;41,58;672,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14963;KK-20444 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;4,20;67,50;46,20;742,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14965;ZX-20168 BOLSINHA FEMININA;UN;42022220;17,00;0,00;0,00;8,34;40,00;141,78;680,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14967;OI-0251 - VARAL DE ACO INOX PARA ROUPAS;UN;73239300;40,00;0,00;0,00;29,19;90,00;1167,60;3600,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14968;FN-19961 BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;6,00;96,00;78,00;1248,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14969;ZX-20178 BOLSA FEMININA;UN;42022210;11,00;0,00;0,00;3,90;62,50;42,90;687,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14970;YK-20190 BOLSA FEMININA;UN;42022210;12,00;0,00;0,00;3,60;58,00;43,20;696,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14971;CR-2039 BOLSA KIT FEMININA;UN;42022210;22,00;0,00;0,00;4,80;45,00;105,60;990,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14972;KK-20441 BOLSA FEMININA;UN;42022210;14,00;0,00;0,00;4,00;64,00;56,00;896,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14974;CRB-2303 G BOLSA KIT FEMININA;UN;42022210;18,00;0,00;0,00;4,48;49,00;80,64;882,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14976;MS-20384 MOCHILA UNISSEX;UN;42029200;8,00;0,00;0,00;7,60;121,00;60,80;968,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14977;BC-3361 BOLSA FEMININA;UN;42022210;17,00;0,00;0,00;1,88;30,00;31,96;510,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14978;CRB-3070 BOLSINHA KIT FEMININA;UN;42022210;8,00;0,00;0,00;2,48;40,00;19,84;320,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14979;KK-20407 BOLSA FEMININA;UN;42022210;13,00;0,00;0,00;3,90;62,50;50,70;812,50
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14980;CRB-3072 BOLSINHA KIT FEMININA;UN;42022210;15,00;0,00;0,00;2,48;25,00;37,20;375,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14981;OI-0015 - ORGANIZADOR P/ COZINHA ACONDICIONADO EM CAIXA;UN;39241000;4,00;0,00;0,00;1,20;6,50;4,80;26,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14982;OI-0106 - PORTA CONDIMENTOS DE ACO INOX PARA COZINHA - COM 12 PEÇAS;UN;73239300;23,00;0,00;0,00;28,07;81,00;645,61;1863,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14983;CRB-3072 P BOLSINHA P KIT FEMININA;UN;42022210;-2,00;0,00;0,00;2,00;15,00;-4,00;-30,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14984;***NOT  I3825615LNX ACER 320B 12G;UN;84713019;1,00;0,00;0,00;2369,00;0,00;2369,00;0,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14985;1827 BOBBIE GOODS;UN;49019900;993,00;0,00;0,00;3,91;9,90;3882,63;9830,70
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14986;OI-0107 - PORTA CONDIMENTOS DE ACO INOX PARA COZINHA - COM 16 PEÇAS;UN;73239300;4,00;0,00;0,00;36,96;90,00;147,84;360,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14987;OI-0108 - PORTA CONDIMENTOS DE ACO INOX PARA COZINHA - COM 12 PEÇAS;UN;73239300;42,00;0,00;0,00;28,60;90,00;1201,20;3780,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14989;OI-0263 - LIXEIRA DE PLASTICO PARA USO DOMESTICO ACONDICIONADO EM CAIXA;UN;39249000;41,00;0,00;0,00;10,30;24,00;422,30;984,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14990;OI-0264 - MESA DOBRAVEL DE METAL COMUM;UN;94032090;29,00;0,00;0,00;24,36;61,00;706,44;1769,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14991;OI-0266 - ESCORREDOR DE ACO INOX PARA COZINHA ACONDICIONADO EM CAIXA;UN;73239300;76,00;0,00;0,00;12,78;36,00;971,28;2736,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14992;OI-0271 - MINI VARAL DE PLASTICO PARA ROUPAS;UN;39249000;79,00;0,00;0,00;6,27;18,00;495,33;1422,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14993;OI-0273 - SUPORTE DE ALUMINIO PARA COZINHA ACONDICIONADO EM CAIXA;UN;76151000;15,00;0,00;0,00;17,80;129,00;267,00;1935,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14994;MS2552 - ESCORREDOR P/ALIMENTOS MEDIO;UN;39189000;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14995;OI-0417 - ORGANIZADOR DE METAL COMUM PARA USO DOMESTICO;UN;73239900;39,00;0,00;0,00;18,89;97,00;736,71;3783,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14996;MS2552 - ESCORREDOR P/ALIMENTOS PEQUENO;UN;39189000;1,00;0,00;0,00;1,00;10,00;1,00;10,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14997;GX80-8630 - CARTEIRA FEMININA DE POLIURETANO;UN;42023200;140,00;0,00;0,00;3,24;32,00;453,60;4480,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14998;1012-1  ESCOREDEIRA PEQUENA;UN;65040090;-3,00;0,00;0,00;2,40;12,00;-7,20;-36,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;14999;CR-2041 G BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;4,50;45,00;4,50;45,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;15002;CR-2041 P BOLSA KIT FEMININA;UN;42022210;1,00;0,00;0,00;1,50;15,00;1,50;15,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;15003;OI-0267 - CABIDE DE ACO INOX PARA ROUPAS DE USO DOMESTICO;UN;73239300;56,00;0,00;0,00;2,75;12,00;154,00;672,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;15004;OI-0320 - LIMPADOR DE VIDROS MAGNETICO;UN;96039000;212,00;0,00;0,00;5,44;25,00;1153,28;5300,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;15005;CC2459 - ORGANIZADOR P/TOUCADOR;UN;39241000;14,00;0,00;0,00;7,90;39,50;110,60;553,00
Loja: 1 - NEWSHOP COMERCIO LTDA ( LOJA );;15006;GX70-7109 - BOLSINHA FEMININA DE POLIESTER;UN;42022220;309,00;0,00;0,00;3,51;29,00;1084,59;8961,00
