Codigo;Descricao;EMB;NCM;Saldo_Loja_1;Saldo_Loja_2_Deposito;Saldo_Loja_3_CD;Saldo_Total;Custo_Unit;Preco_Unit;Valor_Estoque_Total
"32247";"D2038 APARELHO DE JANTAR LOIS 16 PECAS";"UN";"69120000";2,00;0,00;0,00;2,00;45,49;345,00;90,98
"32248";"D2039 APARELHO DE JANTAR DANNA 16 PECAS";"UN";"69120000";3,00;0,00;1,00;4,00;31,45;239,00;125,80
"32249";"D2037 APARELHO DE JANTAR ARMONIA 16 PECAS";"UN";"69120000";3,00;0,00;1,00;4,00;61,74;469,00;246,96
"32250";"DF21 - SCOOTER  VERDE -HE1MWU085R5001168";"UN";"95030010";1,00;0,00;0,00;1,00;900,00;7.799,00;900,00
"32251";"GRAMPO - NCM:67049000 - MATRIZ";"UN";"67049000";235,00;0,00;0,00;235,00;0,50;0,00;117,50
"32265";"PA-001 SPRAY DE ÓLEO DE COZINHA 200ML";"UN";"70134900";62,00;0,00;0,00;62,00;1,00;20,50;62,00
"32266";"2505 RODO PARA PIAES";"UN";"96039000";138,00;0,00;0,00;138,00;1,00;5,50;138,00
"32268";"ER-8424 CONJUNTO ROLO ADESIVO";"UN";"39249000";279,00;0,00;0,00;279,00;1,00;15,00;279,00
"32269";"PL-014 PANO DE PRATO XADREZ";"UN";"63071000";186,00;0,00;0,00;186,00;1,00;5,50;186,00
"32270";"PL-015 ESPONJA MÁGICA PL-015";"UN";"63071000";296,00;0,00;0,00;296,00;1,00;2,50;296,00
"32271";"BBA-022 ESPONJA DE BANHO";"UN";"39249000";100,00;0,00;0,00;100,00;1,00;9,50;100,00
"32272";"BBA-023 ESPONJA PARA BANHO";"UN";"39249000";91,00;0,00;0,00;91,00;1,00;8,50;91,00
"32273";"BBA-024 ESPONJA PARA BANHO";"UN";"39249000";100,00;0,00;0,00;100,00;1,00;9,00;100,00
"32274";"BBA-025 ESPONJA DE BANHO CÉU ESTRELADO";"UN";"39249000";99,00;0,00;0,00;99,00;1,00;7,00;99,00
"32275";"GC-0808 GUARDA-CHUVA ANIMAL DAY";"UN";"66019190";296,00;0,00;0,00;296,00;1,00;25,00;296,00
"32276";"GC-0813 GUARDA-CHUVA XADREZ GC-0813";"UN";"66019190";92,00;0,00;0,00;92,00;1,00;25,00;92,00
"32277";"BP-2356 BRINQUEDO PELÚCIA ESTRELA C/ A";"UN";"63079090";287,00;0,00;0,00;287,00;1,00;4,00;287,00
"32278";"BP-2362 PELÚCIA BANANA C/ APITO PET";"UN";"63079090";222,00;0,00;0,00;222,00;1,00;6,00;222,00
"32279";"BP-2363  PELÚCIA PARA ANIMAIS DE ESTIMAÇÃO";"UN";"63079090";259,00;0,00;0,00;259,00;1,00;5,50;259,00
"32280";"TO-2123 MÁSCARA TAPA OLHOS LOVE TO-212";"UN";"63079090";173,00;0,00;0,00;173,00;1,00;13,50;173,00
"32281";"ES-2510 RODO PARA PIA BAMBU ES-2510";"UN";"96039000";105,00;0,00;0,00;105,00;1,00;8,50;105,00
"32282";"T-269  ESTOJO TELA MACARON TRANSPAREN";"UN";"42029200";110,00;0,00;0,00;110,00;1,00;17,50;110,00
"32283";"PETSHP-003  KIT REFIL 3 SAQUINHOS HIGIÊNIC";"UN";"39232190";129,00;0,00;0,00;129,00;1,00;3,50;129,00
"32284";"BP-2340 BRINQUEDO PELÚCIA POLVO C/ API";"UN";"63079090";201,00;0,00;0,00;201,00;1,00;13,00;201,00
"32285";"PL005 KIT PANO DE CHÃO 2PCS PL005";"UN";"63071000";99,00;0,00;0,00;99,00;1,00;14,00;99,00
"32286";"PL006 KIT TAPETE DE LOUÇA E FLANELA";"UN";"63071000";21,00;0,00;0,00;21,00;1,00;20,50;21,00
"32287";"TMV-005 TAG DE MALA DOG TMV-005";"UN";"39269090";585,00;0,00;0,00;585,00;1,00;6,00;585,00
"32288";"URSOXB-1202 HASHIS DE TREINAMENTO URSOXB-1";"UN";"39241000";21,00;0,00;0,00;21,00;1,00;7,50;21,00
"32290";"GC-0687 GUARDA-CHUVA TRANSPARENTE COLO";"UN";"66019190";199,00;0,00;0,00;199,00;1,00;29,99;199,00
"32291";"GC-0435 GUARDA-CHUVA ENCANTO GC-0435";"UN";"66019190";196,00;0,00;0,00;196,00;1,00;31,00;196,00
"32292";"CP-100 PRENDEDOR DE PAPEL 15MM 13UN C";"UN";"83059000";377,00;0,00;0,00;377,00;1,00;8,00;377,00
"32293";"CP-101 PRENDEDOR DE PAPEL 19MM 9UN CP";"UN";"83059000";362,00;0,00;0,00;362,00;1,00;6,00;362,00
"32294";"CP-102 PRENDEDOR DE PAPEL 25MM 5UN CP";"UN";"83059000";357,00;0,00;0,00;357,00;1,00;6,00;357,00
"32295";"CP-103 PRENDEDOR BINDER 10UN CP-103";"UN";"83059000";371,00;0,00;0,00;371,00;1,00;10,00;371,00
"32296";"CP-104 CLIPS DE PAPEL 28MM 80UN CP-10";"UN";"83059000";342,00;0,00;0,00;342,00;1,00;5,00;342,00
"32297";"CP-105 CLIPS DE PAPEL 50MM 30UN CP-10";"UN";"83059000";372,00;0,00;0,00;372,00;1,00;5,00;372,00
"32298";"CP-106 CLIPS DE PAPEL MIX 28MM 80UN C";"UN";"83059000";358,00;0,00;0,00;358,00;1,00;6,50;358,00
"32299";"CP-107 ALFINETE PINO DE MARCAÇÃO 45UN";"UN";"83059000";371,00;0,00;0,00;371,00;1,00;7,00;371,00
"32300";"CP-108 ETIQUETA DE IDENTIFICAÇÃO 6UN";"UN";"39269090";358,00;0,00;0,00;358,00;1,00;6,00;358,00
"32301";"CP-109 ÍMÃ MAGNÉTICO 6UN";"UN";"85051100";373,00;0,00;0,00;373,00;1,00;6,50;373,00
